Pulsating Sphere-symmetric model
GENERAL INFORMATION
0,0,2
1.21,343
54.5901,0,0
NODES
193
       128  -0.76818   0.51328  -0.38268                                        
       129  -0.85355   0.35356  -0.38268                                        
       130  -0.90613   0.18024  -0.38268                                        
       131  -0.92388   0.00000  -0.38268                                        
       132   0.83147   0.0      -0.55557                                        
       133   0.76818   0.31819  -0.55557                                        
       134   0.58794   0.58794  -0.55557                                        
       135   0.31819   0.76818  -0.55557                                        
       136   0.00000   0.83147  -0.55557                                        
       137  -0.31819   0.76818  -0.55557                                        
       138  -0.58794   0.58794  -0.55557                                        
       139  -0.76818   0.31819  -0.55557                                        
       140  -0.83147   0.00000  -0.55557                                        
       141   0.70711   0.0      -0.70710                                        
       142   0.69352   0.13795  -0.70710                                        
       143   0.65328   0.27060  -0.70710                                        
       144   0.58794   0.39285  -0.70710                                        
       145   0.50000   0.50000  -0.70710                                        
       146   0.39285   0.58794  -0.70710                                        
       147   0.27060   0.65328  -0.70710                                        
       148   0.13795   0.69352  -0.70710                                        
       149   0.00000   0.70711  -0.70710                                        
       150  -0.13795   0.69352  -0.70710                                        
       151  -0.27060   0.65328  -0.70710                                        
       152  -0.39285   0.58794  -0.70710                                        
       153  -0.50000   0.50000  -0.70710                                        
       154  -0.58794   0.39285  -0.70710                                        
       155  -0.65328   0.27060  -0.70710                                        
       156  -0.69352   0.13795  -0.70710                                        
       157  -0.70711   0.00000  -0.70710                                        
       158   0.55557   0.0      -0.83147                                        
       159   0.51328   0.21261  -0.83147                                        
       160   0.39285   0.39285  -0.83147                                        
       161   0.21261   0.51328  -0.83147                                        
       162   0.00000   0.55557  -0.83147                                        
       163  -0.21261   0.51328  -0.83147                                        
       164  -0.39285   0.39285  -0.83147                                        
       165  -0.51328   0.21261  -0.83147                                        
       166  -0.55557   0.00000  -0.83147                                        
       167   0.38269   0.0      -0.92388                                        
       168   0.37533   0.07466  -0.92388                                        
       169   0.35356   0.14645  -0.92388                                        
       170   0.31819   0.21261  -0.92388                                        
       171   0.27060   0.27060  -0.92388                                        
       172   0.21261   0.31819  -0.92388                                        
       173   0.14645   0.35356  -0.92388                                        
       174   0.07466   0.37533  -0.92388                                        
       175   0.00000   0.38269  -0.92388                                        
       176  -0.07466   0.37533  -0.92388                                        
       177  -0.14645   0.35356  -0.92388                                        
       178  -0.21261   0.31819  -0.92388                                        
       179  -0.27060   0.27060  -0.92388                                        
       180  -0.31819   0.21261  -0.92388                                        
